Subject|Content|SA|mSA
Rihanna|RT @SamerSum: Rihanna looks so beautiful biting into my college tuition http://t.co/pp5W3Y8XcF|1|1
Rihanna|RT @FemalePains: Rihanna looks so beautiful biting into my college tuition http://t.co/G9PjDN4HNJ|1|1
Rihanna|RT @KardashianReact: Rihanna looks so beautiful biting into my college tuition http://t.co/0uXTqPl54T|1|1
Rihanna|RT @Pokemon_Parody: A wild Chris Brown appeared! Go Rihanna! Chris Brown used Double Slap. It's super effective!|-1|0
Rihanna|RT @RihannaHasAids: where the cute girls that play black ops|0|1
Rihanna|RT @WeLoveRobDyrdek: Rihanna looks so beautiful biting into my college tuition http://t.co/p06aJ8IZrN|1|1
Rihanna|RT @ReaIRihanna: Shit happens when you trust the wrong people.|0|0
Rihanna|If you don't #VoteFreddie Rihanna will throat punch Chris Brown|0|0
Rihanna|@LAMase Rick Fox is just jealous he is not going out to dinner with Rihanna haha|0|0
Rihanna|RT @jadande: Rihanna just took a courtside seat. Expect another Nick Young scoring outburst when he checks back in.|0|0
Rihanna|Chaperoning the 4/5th grade listening 2 Rihanna beats making sure no kid tries to sneak out @Melish7 @ginodejesus @genemichael31|0|1
Rihanna|RT @AwwHELLToTheNaw: Rihanna is puts out good music way more consistently than Beyonce.that's crazy talk|1|1
Rihanna|RT @reIatable: Rihanna looks so beautiful biting into my college tuition http://t.co/s0DyiDh5Mf|1|1
Rihanna|RT @ElOhVeE_LOVE: I gotta hand it to her Rihanna did the damn thang!!! Lost my voice . She had me singing my heart out like a a groupie ...|0|0
Rihanna|RT @__StayHumbled: Rihanna getting so much attention just for sitting down|0|1
Rihanna|RT @RihannaNaviDE: 'Stay' just passed Beyonc's 'Halo' in digital sales and is now the best selling ballad by a black female artist in the|1|1
Rihanna|RT @beatsbydre: Monster award for a monster collab. @Eminem x @Rihanna take home Best Rap/Sung Collaboration. http://t.co/kYvxi2w2wi|1|1
Rihanna|RT @RapUp: Watch a sneak peek of Rihanna's epic video for Bitch Better Have My Money http://t.co/ffBh83Psp7 #BBHMM http://t.co/3ufIg9DTNq|0|0
Rihanna|Rihanna among stars in billion dollar lawsuit for allegedly stealing lyrics http://t.co/lSVx3CgBJ5 via @Caribbean360|-1|0
Rihanna|Rihanna was just named Dior's first black brand ambassador http://t.co/iO6c9CoFed via @mashable|1|1
Rihanna|RT @girlposts: Rihanna looks so beautiful biting into my college tuition http://t.co/z83I7NjaCn|1|1
Rihanna|Why drake & meek mills tryna fight Chris brown over Rihanna when Chris got him a gal that look like a bag of|0|0
Rihanna|RT @SteveStfler: Rihanna looks so beautiful biting into my college tuition http://t.co/8Ya3LLAfI5|1|1
Rihanna|Super excited to go to this Rihanna and A$AP rocky concert!!|1|1
Rihanna|RT @ReaIRihanna: Shit happens when you trust the wrong people|0|0
Rihanna|RT @ShEzAbOsS: She said Te amoooooo then she wrapped her hand around me waistttttt.. Yes Rihannaaaaaa lol Don't it mean I love you!!|0|1
Rihanna|@HollywoodLife looking desperate Chris is with a hotter chic Rihanna look alike|0|1
Rihanna|RT @zachbraff: If Rihanna stars in the film version of the game Connect Four|0|0
Rihanna|RT @2ChainzLyrics: Females saying Rihanna stupid for forgiving Chris|0|0
Rihanna|RT @RihannaBlTCH: God will never give you the wrong person. So when someone is not staying with you|1|0
Rihanna|RT @AdonissReall: Rihanna's album better be the best music I'll ever hear in my life...the hell y'all doin'|1|1
Rihanna|RT @JawnMurray: BET is being real messy with the camera shots of Rihanna during the Chris Brown performance! They know what they're doing..|0|0
Rihanna|This was the first time I fell in love with Rihanna. Came out 8yrs ago. Been a fan|1|0
Rihanna|RT @CommonWhiteGirI: Rihanna looks so beautiful biting into my college tuition http://t.co/mRPhbQ3HtS|1|1
Rihanna|You were like Rihanna when she was innocent and young when I first met you but now you're like bad girl riri|-1|0
Rihanna|I just had a gas station clerk sing Rihanna lyrics while making fierce eye contact with me. #nothanks|0|0
Rihanna|I fuckin love Rihanna. 1.i know she crazy and I am too 2. She's cute|1|1
Rihanna|Umm no the fuck she wasn't. @FactsInYourFace: Rihanna was the first black woman to grace the cover of VOGUE magazine.|-1|-1
Rihanna|RT @RahleeFranklin: Rihanna getting so much attention just for sitting down|0|1
Rihanna|Ok well maybe Rihanna isnt a Devil Child sorry for that|0|0
Rihanna|And stop with the I'm disappointed in Rihanna crap to make here feel bad about forgiveness. Be disappointed for getting that caught up.|0|-1
Rihanna|Nekked @HuffingtonPost: Rihanna looks badass in a sheer dress at the #CFDAAwards http://t.co/5yRhbllQNr|1|1
Rihanna|RT @ILLY_IL_: Rihanna never have on a shirt..but she still bad AF though http://t.co/XKSFF1PqzX|1|0
Rihanna|#WeLoveYouRihanna If I was a boy id be a rude boy|1|0
Rihanna|RT @RihannaImvu: Something about them island girls got him going crazy #riri #theRIup #islandgirls http://t.co/05cwYIopQh|0|0
Rihanna|Why is Rihanna so damn pretty?|1|0
Rihanna|RT @HalfCrazy_: Rihanna fans tight cus she did a song w Chris Brown. what he did was wrong but if she can forgive him and move on stfu ...|1|1
Rihanna|RT @illestbaba: Rihanna is the first black woman to be the face of Dior. http://t.co/QZ3yFw6Lm1|1|0
Rihanna|Let's runaway and take Rihanna with us let's not http://t.co/npAsN1Nj33|1|0
Rihanna|RT @TheSongMsgs: Life is too short to be sitting around miserable. People gonna talk whether you doing bad or good. - Rihanna.|1|1
Rihanna|RT @TbhReginaG: Rihanna is savage http://t.co/jNJQJXOXsj|1|0
Rihanna|RT @AZEALIABANKS: Wow. Rihanna in bbhmm clip with the blood on her. What a witch. I got chills . Yes yes yes|1|0
Rihanna|@digg Maybe TIME's list wasn't so much of a story as much as advertisement spots for sale - didn't Rihanna gross 90 mil last year?|0|0
Rihanna|RT @Plutarian_Vibes: Rihanna plotting against Karruche|0|0
Rihanna|@RihannaBlTCH: When I fight with you|0|0
Rihanna|RT @rihanna_a_a: Man down #mtvstars Rihanna|0|0
Rihanna|New eminem cd gonna be nasty. Even the song monster with Rihanna is good|-1|1
Rihanna|RT @BreitbartNews: Unfortunate Coincidence: Rihanna Opening Act for Thursday Night's Ravens Game: In an unfortunate coincidence|-1|0
Rihanna|Rihanna Only Queen trending? Thought that evil scag was the Princess of the Illumanti aka Illumanti Slut?|-1|0
Rihanna|@PoeticalRihanna don't scare me with messages like that u got me thinking your in trouble or something|0|1
Rihanna|RT @ReaIRihanna: Never give up on something you really want. Its difficult to wait|1|1
Rihanna|RT @MrGoodLyyfe: Somebody tell me why they gave Rihanna a cartoon character to voice over .... http://t.co/SEHeGaZmof|-1|0
Rihanna|I swear when #Rihanna has her hair short and black|1|1
Rihanna|@Majestic2Real: Los XV's de Rihanna #Grammys yall too damn fast! #NoChill https://t.co/NwybQYtLLZ OH MY GOSH|0|0
Rihanna|RT @lisalovely01: Drake and Rihanna attend Clippers game togetherAll Eyes On Who? - http://t.co/Jh0ZrfKzUK @alleyesonwho|0|0
Rihanna|RT @RihannaBlTCH: Sleeping is nice. You forget about everything for a little while.|0|1
Rihanna|@GLOWINTHEDARK_ I've wanted that smash up you guys made Trojan by Sidney Samson vs diamonds by Rihanna for so long! Hook a long time fan up!|0|1
Rihanna|RT @OfficialDooley: Rihanna is sooooo bad bruh http://t.co/vmNkKiXE3M|1|0
Rihanna|@iAmHeysoos Im watching this Law and Order and If Chris Brown really beat Rihanna ass like that she a dumb ass hoe for going back... Lls|-1|0
Rihanna|@ReaIRihanna Don't stress it|1|0
Rihanna|RT @BMarcTheBest: It's a sad day when Rihanna's vocals saved the Grammy's|-1|1
Rihanna|RT @CitizenRadio: #FloodWallStreet and why you should be as pissed about Rihanna's stolen pics as you are about JLaw's http://t.co/qYBCAaAf|0|0
Rihanna|RT @SexualGif: damn Rihanna https://t.co/1MXMvlbizC|0|0
Rihanna|RT @FunnyOrTruth: That awkward moment when Rihanna won't let you stand under her umbrella.|0|0
Rihanna|Lmao. RT @Tony_Cnotes Which one is you?? RT @QueenBishD: Everyone says I look like Rihanna with long black hair ... http://t.co/YG0KHHcU97|0|0
Rihanna|RT @TheRealCoupe_: Everybody mad at Ray Rice but when Chris beat Rihanna Everything was cool ..|0|1
Rihanna|RT @ReaIRihanna: I love my mother|0|1
Rihanna|Just saw Bambi for the 1st time since I was little.WAY 2 much tragedy in that movie!Plus I was trippin on how much Bambi looked like Rihanna|0|0
Rihanna|RT @AdoringRihanna: A guy is only insecure about losing his girl when he knows someone else can treat her better...|1|0
Rihanna|RT @RihannaWisdom: Real men don't cheat on their girlfriends.|1|0
Rihanna|RT @ReaIRihannaa: I've wasted so much time on the wrong people|1|0
Rihanna|RT @RihannaBlTCH: Instead of doing my homework I like to stay on my phone and worry about how much homework I have to do.|0|0
Rihanna|DAMN Rihanna got it!! She bad lol!!|1|0
Rihanna|RT @RihannaBlTCH: Never stress the could haves... If it should have|0|0
Rihanna|RT @aboogieMARS: Rihanna's forehead is something serious|-1|0
Rihanna|RT @Neesha_Land: Beyonc and Rihanna have officially taken over my damn TL|0|0
Rihanna|Who has Seen Law N Order The One with fake Chris brown and fake Rihanna Nd he beats her #caleb Bryant can somebody answer any of myquestions|0|0
Rihanna|RT @AwwHELLToTheNaw: Rihanna and Chris Brown gon have that Its us against the world type relationship... thats gon bring them closer watch|0|0
Rihanna|RT @MarilynMonroeDD: Rihanna's no make-up game is strong as hell http://t.co/9Jn15WyEGL|1|1
Rihanna|Rihanna so fucking bad man...|-1|-1
Rihanna|RT @AZEALIABANKS: Wow. Rihanna in bbhmm clip with the blood on her. What a witch. I got chills . Yes yes yes|1|0
Rihanna|RT @unbornjo: lmao you really gotta extit RT @MrRedMartian: Rihanna always look uncomfortable when she not dressed like a hoe. http://t.co/|-1|0
Rihanna|RT @ReaIRihanna: I love my mother|0|1
Rihanna|RT @HotNewHipHop: .@DCComics is attempting to legally block @Rihanna from trademarking the name Robyn. http://t.co/Ef6KJigNbg http://t.c|0|0
Rihanna|RT @ReaIRihanna: Never give up on something you really want. lts difficult to wait|0|1
Rihanna|RT @GMA: Leave it to @rihanna to pull off the ever complicated DOUBLE BUNNY EARS! #RihannaOnGMA http://t.co/vqkWj8ZcES|1|0
Rihanna|@cthagod: Rihanna is the best worst singer ever.....<---best quote of the nite.|-1|1
Rihanna|RT @RihannaBlTCH: Don't feel sad over someone who gave up on you|0|0
Rihanna|Me: what the heck is Rihanna wearing?!?|-1|0
Rihanna|RT @ReaIRihanna: Don't lie to me|0|0
Rihanna|RT @thislifeofSIN: Rihanna like damn how yall get me when the lyrics get cut|0|0
Rihanna|Rihanna enjoys shocking with fashion http://dlvr.it/9VBWg|-1|0
Rihanna|RT @illestbaba: Rihanna is the first black woman to be the face of Dior. http://t.co/QZ3yFw6Lm1|1|0
Rihanna|RT @Dory: Rihanna is savage http://t.co/nS7Z62U9Ng|1|0
Rihanna|RT @BlackPplVines: Rihanna is bad af http://t.co/Yq1Zb7jgYP|1|0
Rihanna|RT @JadeNovah: Just finished hitting the stage at the #iHeartRadioMusicAwards with the bad gal #Rihanna #NOVAHcanes were you watching!?|0|0
Rihanna|RT @Love_TiffanyX3: Rihanna bad af|0|0
Rihanna|Prime Example The wrong pose can make or break an outfit #PromBat #Rihanna http://t.co/trKBQUh7wf|-1|0
Rihanna|RT @HungoverAIan: was trying to remember who Rihanna's ex was|0|0
Rihanna|RT @MissRihanna_xo: You can't stay mad at someone who makes you smile.|0|0
Rihanna|RT @Iifepost: Rihanna is savage http://t.co/f9FNxC2iWp|1|0
Rihanna|RT @ReaIRihanna: Don't stress it|0|0
Rihanna|RT @Fvck_YOU214: I know Rihanna felt so dumb https://t.co/5gl9JCD7gd|0|0
Rihanna|RT @SexualGif: No one can pull off black lipstick like Rihanna http://t.co/oyD4PQNS5f|1|1
Rihanna|RT @OhWonka: I've been trying to remember Rihanna's ex-boyfriend's name all day... Oh wait|0|0
Rihanna|RT @RihannaBlTCH: Life becomes too hard when you stop believing in God.|0|1
Rihanna|Rihanna looked like scary spice at the #iHeartRadioAwards #girlpower .....|0|0
Rihanna|@IMRbrtPattinson Caution: Both Rihanna and Katy Perry are bad news. They've had many men. Don't go for it.|-1|0
Rihanna|RT @JanaiGray: Rihanna slick shamed .. when the camera caught her singing the wrong words|-1|0
Rihanna|RT @Hetoosmoove: Rihanna is so attractive but too open. Thats a little too much skin to be showing in public. At least we know who wants to|-1|0
Rihanna|RT @KardashianReact: spot Rihanna http://t.co/FPmH8mXg4g|-1|0
Rihanna|Hahaha... Next week's SVU is gonna be a twist on the Chris Brown/Rihanna altercation|0|0
Rihanna|Rihanna is terrible at lip syncing and she looks worse. #grammys|-1|-1
Rihanna|RT @CommonFemaIe: Rihanna is so damn FLAWLESS http://t.co/zpjZXNIU7V|1|0
Rihanna|RT @GlobalGrind: Watch Rihanna shut down Louis CK in their SNL promo http://t.co/tDlzqYemuX http://t.co/MA1BaMyiQ9|1|0
Rihanna|@deonyx_ @WORIDSTARHlPHOP he fucking knew!!!!! Shut that shit down ASAP #RihannaNavy|0|-1
Rihanna|So mad I wasn't able 2 go see my wife Rihanna in concert last night do 2 work. I <3 u!!!! Hope I see u next year in Barbados ill b there|1|-1
Rihanna|Joseline is a fake Rihanna lmfaooo http://t.co/6RTQXe73 @GetGlue #LoveandHipHopAtlanta|0|0
Rihanna|RT @hashtagsray: Rihanna's clap back game >>> http://t.co/qW3oJoAfAE|0|0
Rihanna|RT @MolestMeRihanna: Communicate to a man with respect. Communicate to a woman with love. This could stop a lot of arguments before they ...|0|1
Rihanna|@iRihanna_Navy lol u is crazy lady!!!|0|0
Rihanna|Rihanna was sick #toogood #somuchfun|1|-1
Rihanna|RT @RihannaWisdom: My weakness is that I care too much.|0|0
Rihanna|RT @xCaptain_Mattx: They petty for showing Rihanna during Chris Brown performance|0|0
Rihanna|Let me let in on a dirty secret I JUST WANT TO BE LOVED! #Rihanna true|0|1
Rihanna|Rihanna's evil eye ring. Love this! Found it on CMC's Boutique https://t.co/tlPoMYuVk1|1|0
Rihanna|RT @K_English18: Rihanna killed the end of the show. sick song choice not|-1|0
Rihanna|FINALLY!! Been on tht damned website since early this morning!! #Rihanna #RiRiWoo #RiRiBoy http://t.co/QSujxm7V3D|0|0
Rihanna|I liked a @YouTube video http://t.co/iJs6xklejT Julia Dales- Beatbox acoustic cover of Love the way you lie (Eminem ft. Rihanna)|0|1
Rihanna|Rihanna so damn Bajan son!|1|0
Rihanna|#WhenKeepingItRealGoesWrong RT @AP: CBS permanently pulls Rihanna song out of NFL telecast after singer issues profane tweet|-1|0
Rihanna|Omgeeeee my poor baby...he's sitting in front of the fan singing Rihanna|0|0
Rihanna|Rihanna takes CB to court. later she and Britney release 'S&M' Sticks and stones may break my bones but chains and whips excite me #ironic|0|0
Rihanna|Cute weave Rihanna..... Chris is mad that he isn't on stage.|1|0
Rihanna|@HarveyLevinTMZ I work with victims of DV and I think society is so uneducated. Its so sad how society is treating Rihanna|1|1
Rihanna|RT @goldengateblond: How embarrassing that Rihanna accidentally scheduled her quinceaera on #grammys night. http://t.co/g3EeKB36qG|0|0
Rihanna|@Rihanna_fan1 oh damn lol|1|0
Rihanna|Ion kno why folks so hard on Rihanna!!! Some of u mfs waay worser!|1|0
Rihanna|Rihanna is a crazy bitch|-1|0
Rihanna|Got in the car and he listening and singing Rihanna man down lmao|0|1
Rihanna|Feeling sad for Rihanna. She fell in love in a hopeless place. Must have been McDonald's. https://t.co/iiiNCq2sN9|0|0
Rihanna|@Mr_60MiNuTeZ She is a stripper in the background. She look jus like Rihanna and got on a black catsuit|0|0
Rihanna|#NP Rihanna Watch & Learn.....not a big Ri Ri fan but I mess with this one!! Now where's my drink???|-1|0
Rihanna|RT @WORIDSTARHlPHOP: Rihanna is bad af http://t.co/4IuDxV8xpP|1|0
Rihanna|Rihanna came back into the game with a MISSION #whoaaaa #iHeartAwards|1|0
Rihanna|I loved && i lost #Rihanna|0|1
Rihanna|Rihanna looks like scary spice on the #iHeartRadioAwards #sorrybyeeee|0|1
Rihanna|RT @RihannaWisdom: Small things that mean a lot: Cute texts|0|0
Rihanna|Sooooo tired of hearing about Chris Brown/ Rihanna/ & Karrueche!!!|0|0
Rihanna|#NotThisGal lol RT @HOLLYWOOD_COL3: You can tell chicks have bad taste in women by how crazy they be going over Rihanna.|-1|0
Rihanna|RT @_MichTweets: Rihanna's no make-up game is strong as hell http://t.co/Gn2nmMvdPF|1|1
Rihanna|Dad: Rihanna's a bad bitch|0|0
Rihanna|@rihanna just came and reeked havoc and wrecked shop on the whole #MetGala its over close the doors baybe #RihannaNavy|0|0
Rihanna|RT @Kay2mvch: Rihanna never have on a shirt..but she still bad AF though http://t.co/EPPgPEWC47|1|0
Rihanna|RT @ReaIRihanna: Don't stress it|0|0
Rihanna|RT @Cosmopolitan: Rihanna broke some guy's phone; how she repaid him is UNBELIEVABLE: http://t.co/OvhKPHaq4K http://t.co/nqB1X0zOov|1|0
Rihanna|RT @ReaIRihanna: All relationships go through bad times|0|0
Rihanna|RT @anthonynatoli: Get this low rent Rihanna out of here. #Oscars|-1|1
Rihanna|RT @RihannaBlTCH: Isn't it ironic that the only person who can make you really happy is the same person who makes you sad and lonely?|0|1
Rihanna|RT @funnyorfact: Chris Brown hits her + Eminem lies to her + Drake can't remember her name = The life of Rihanna|0|0
Rihanna|Stevie J is a dog and Joseline aka fake Rihanna is a hoe #Loveandhiphopatlanta|0|0
Rihanna|RT @ArlisDoNotChill: Rihanna makes music for bitches that be like I saw your little girlfriend today|-1|1
Rihanna|RT @MissRihanna_xo: I blame movies for my high expectations in relationships.|0|0
Rihanna|RT @YouPrettyMf: She so bad @Juhvon: Rihanna Shmoney Dance https://t.co/9U31OFgpKt|0|0
Rihanna|@GlobalGrind: THOUGHTS?? CB addresses Rihanna domestic dispute before deleting his twitter... http://t.co/fOxL9Eg6<~ @AcameaLD|0|0
Rihanna|RT @_studdababyAYE: Rihanna wanna be like me so bad #Grammys2015 http://t.co/uTLGIRFlZT|0|0
Rihanna|People expect Rihanna to speak as bad as she sings.|-1|1
Rihanna|RT @RappersSaid: Rihanna is a savage http://t.co/FgUURxOdwQ|1|0
Rihanna|I'm so dead @NonnyUzo: This guys comment on Rihanna's video for tidal has me crying http://t.co/ulLOsKsXDP|0|0
Rihanna|@Rihanna I'm sad :(|0|1
Rihanna|RT @RihannaWisdom: Your laugh is the cutest thing.|0|0
Rihanna|Rihanna. what the hell is this video?!|-1|0
Rihanna|RT @DapperDexterity: Kanye and Rihanna up there high as hell like http://t.co/oAWIuaEmMD|0|0
Rihanna|Rihanna seriously went to a club and found a puppy and took it omg|0|0
Rihanna|RT @GlobalGrind: HOT DAYUM! @Rihanna shows off her curves in a tiny pink bikini... http://t.co/KqymcgJHyX|1|1
Rihanna|Rihanna stay with a blunt in her hand|0|0
Rihanna|RT @verseunanswered: Rihanna is savage http://t.co/8OwcFsIkpP|1|0
Rihanna|RT @RihannaWisdom: Sometimes I regret being nice|0|0
Rihanna|Am i late or is just asap rocky n Rihanna mess around.??|0|0
Rihanna|RT @Wan__and__only: That awkward moment when you realize Rihanna was suppose to be in this pic but she fucked up so we adopted Ciara http|-1|0
Rihanna|RT @RihannaBlTCH: When you're down to nothing|0|0
Rihanna|RT @ReaIRihanna: I love my mother no matter what|0|1
Rihanna|RT @RihannaBlTCH: There are two reasons why people don't talk about something. Either it doesn't mean anything|0|0
Rihanna|#HiRihanna is Nicki living with you..lol hi Rihanna...5'9 stupid #detroit|-1|0
Rihanna|Leaving the Bmv...Seen Rihanna there.... it was a hopeless place|0|0
Rihanna|@ratchetpics: This Rihanna drawing is damn near flawless. http://t.co/xtqnzkBc bhahahahaha!|0|0
Rihanna|I Love Rihanna Song Cockiness..she so damn freaky!|1|1
Rihanna|RT @Rickonia: Everyone's acting like Rihanna's the 1st person to rock a sheer outfit on a red carpet http://t.co/cruLinV6af|0|0
Rihanna|Coldplay - Princess Of China ft. Rihanna: http://t.co/9hHr9rWV via @youtube I still love my ex husband...|0|1
Rihanna|RT @Chatt_TheStar: Rihanna look bad af.|1|0
Rihanna|RT @RihannaBlTCH: The worst feeling is when someone makes you feel special|0|0
Rihanna|RT @ReaIRihanna: R.I.P. to the hoes dying for attention.|0|0
Rihanna|RT @FreddyAmazin: Rihanna's no make-up game is strong as hell http://t.co/GygVA1NxS4|1|1
Rihanna|RT @jacksondundan: Rihanna is so damn FLAWLESS http://t.co/0tI8JHP9ES|1|0
Rihanna|People was all in the store trying to get they outs for the Rihanna concert!! Smh|0|0
Rihanna|RT @So_Ni_CoLe: @djdadj: Katy laugh at Rihanna's signing @Kiki_Anastasiaa: Rihanna's probably laughing her ass off at Katy Perrys dancing|1|0
Rihanna|RT @illestbaba: Rihanna is the first black woman to be the face of Dior. http://t.co/QZ3yFw6Lm1|1|0
Rihanna|RT @necolebitchie: Rihanna Clocks Fan In The Head With Her Mic http://t.co/AvUJ7z7oDH cold blooded|0|1
Rihanna|RT @CommonFemaIe: Rihanna's no make-up game is strong as hell http://t.co/jx6yMrMHju|1|1
Rihanna|RT @hashtagsray: Rihanna's clap back game >>> http://t.co/qW3oJoAfAE|0|0
Rihanna|RT @ReaIRihanna: Beautiful things happen when you distance yourself from the negative shit.|0|0
Rihanna|RT @IndigoZee_: My thoughts on Rihanna's dress: at least she had a thong on! lls.|-1|0
Rihanna|All in all today wasn't as bad as I thought it would of been...copped my Rihanna cd...now going to sleep #nightynight|1|1
Rihanna|RT @ThaStonerNation: Rihanna always holding a blunt in public like its legal http://t.co/s2rW6MEdgW|0|0
Rihanna|RT @ReaIRihanna: Never let stupid shit get to you so easily.|0|-1
Rihanna|RT @ACommonFemaIe: Rihanna is savage http://t.co/nyMvqoGNm8|1|0
Rihanna|RT @_kailssss: When you're hurt because your mom won't let you sample the food while she's cooking and then Rihanna tweets the navy http://|0|0
Rihanna|RT @RihannaWisdom: A morning text doesn't only mean good morning It also means I think about you when I wake up|0|1
Rihanna|RT @WhoIsTyonna: I adore the hell out of nicki minaj and Rihanna......|1|0
Rihanna|#WeLoveYouRihanna like a fat kid loves cake|0|0
Rihanna|Rihanna is seriously beautiful!|1|1
Rihanna|RT @RapUp: Get a sneak peek of Rihannas #BBHMM video before it premieres on Thursday http://t.co/9lXhvU19d1 http://t.co/DYemNcfzQq|0|0
Rihanna|@IDontLackShit Smh at Chris & Rihanna being at the game together|0|0
Rihanna|RT @cthagod: Rihanna found her vocals in a hopeless place.....|1|0
Rihanna|RT @RihannaBlTCH: The awkward moment when your sarcasm is so advanced people actually think you are stupid.|0|0
Rihanna|RT @RihannaBlTCH: Sleeping is hard when your mind is full of thoughts.|0|0
Rihanna|Just read that Chris brown and Rihanna are fighting. Hope she bought a taser or learned to duck.|0|0
Rihanna|RT @ReaIRihanna: Life's too short to stress over people who don't deserve to be an issue..|0|1
Rihanna|@rihanna watching Rihanna takeover on fuse and can't helpit but getting cold chills on my body she is awesome|1|1
Rihanna|RT @Mr_Ambition14: So Beyonce stole Rihanna style talkinga bout sex all blunt and stuff.... Beyonce used to talk so subtle about sex|0|0
Rihanna|RT @CP_LATN: Dey messy af showin Rihanna lmao|0|0
Rihanna|RT @RihannaWisdom: I've seen you at your worst and I still think you're the best.|0|1
Rihanna|RT @cheskabarrett12: Man down #mtvstars Rihanna|0|0
Rihanna|Rihanna ain't that bad to me....|1|-1
Rihanna|RT @KEEPemTLKIN: They put Rihanna on camera during Chris perform. Y'all petty #BETAwards15 http://t.co/bALBG4RnqD|1|0
Rihanna|Rihanna was high as hell on stage lol|0|0
Rihanna|RT @DrumtasticEllis: Jayz and Rihanna speaking out against domestic violence! http://t.co/xN49AVtFsn|1|0
Rihanna|Rihanna is so damn gorgeous|1|1
Rihanna|RT @the_ironsheik: Chris Brown and Rihanna get into fight when they play the @jenga #teamsheikie|0|0
Rihanna|RT @ReaIRihanna: She's the type of girl that can be so hurt but can still look at you & smile.|1|0
Rihanna|@Thug_Life_Asia fuck Rihanna little gay gay :)|-1|0
Rihanna|RT @SongsSpotify: I know you've been hurt by someone else I can tell by the way you carry yourself. - Drake ft. Rihanna.|0|0
Rihanna|Just like the first time I saw Rihanna's video for We Found Love. I never really took her seriously before that.|1|0
Rihanna|RT @WORIDSTARHlPHOP: Rihanna is bad af http://t.co/4IuDxV8xpP|1|0
Rihanna|Lmao yes she did RT @cthagod: Rihanna found her vocals in a hopeless place.....|0|0
Rihanna|RT @prettiee_qirl3: I swear it was supose to be Rihanna.!|0|0
Rihanna|@Rihanna has landed that coveted @Dior deal! First black spokesmodel for the brand EVER #RihannaDior #thehotness http://t.co/7bihLFGLSQ|1|1
Rihanna|RT @fvckscott: Rihanna so damn cute! http://t.co/Pr8yxsgmYZ|1|1
Rihanna|RT @Ericanot4games: There is never a dull moment being a Rihanna stan|0|0
Rihanna|Love the way You lie (ft. Rihanna) #AppTrailers - 1 likes: https://t.co/RbQmqG6btN|1|1
Rihanna|Rihanna is mocking us.|-1|0
Rihanna|RT @ReaIRihanna: Be with someone who wont stay mad at you|0|0
Rihanna|#Turrible RT @eonline: Rihanna's enormous Giambattista Valli gown at the #Grammys...thoughts?! http://t.co/Ygee2995p9 http://t.co/Cdk0LA2Hnr|0|0
Rihanna|RT @TMZ: CBS pulls the plug on Rihanna for #Ravens vs. #Steelers game http://t.co/TnEHBTvxjT http://t.co/hvhWhY8Pgr|0|0
Rihanna|RT @YikYakApp: I was trying to think of who Rihanna's ex boyfriend was.....then it hit me. Georgia Tech|0|0
Rihanna|Just seen Rihanna running down Gay St. lol|0|0
Rihanna|Rihanna looks mad as shit smh #YouMad ?|0|1
Rihanna|RT @verseunanswered: Rihanna is savage http://t.co/8OwcFsIkpP|1|0
Rihanna|Check this video out -- Rihanna - Man Down http://t.co/12yQt7L via @youtube song is crazy go get the Loud album @rihanna goes in hands down|1|1
Rihanna|Is Rihanna on drugs or something? That was such a strange performance on #thevoice.|-1|0
Rihanna|Rihanna a bad ass bitch tho|1|0
Rihanna|RT @ThereGoesTERI: People mad Rihanna didn't win|0|0
Rihanna|RT @ReaIRihanna: Stop worrying about people that aren't worried about you.|0|0
Rihanna|RT @RihannaBlTCH: I miss how close we were.|0|0
Rihanna|keep your eyes on the finish line and not the turmoil around you #Rihanna|0|0
Rihanna|RT @GhettoGothxShe: Nite Navy & Remember Rihanna is this generations black Madonna. Take her style but no one can do it betta than the orig|1|1
Rihanna|RT @ReaIRihanna: If I get mad at you|0|0
Rihanna|Why does Rihanna look like a deeply depressed Satan worshipper? #iHeartRadioAwards #lmao|-1|0
Rihanna|I think Rihanna forgot to take her hair down lol #AMA2013|0|0
Rihanna|I guess I'll continue my journey on trying to get Rihanna|0|0
Rihanna|RT @RihannaBlTCH: We aren't perfect. We're gonna fight sometimes. But I'm never going to stop loving you|0|-1
Rihanna|RT @hashtagsray: Rihanna's clap back game >>> http://t.co/qW3oJoAfAE|1|0
Rihanna|RT @PopCrush: @URihannaFansite: @rihanna is up against @beyonce for Hottest Star of 2013! Today's the last day to vote: http://t.co/5O2rd75|1|0
Rihanna|We Found Love.....In a Hopeless Place.... We Found Love.... Great song props to Rihanna and Calvin Harris.... sick song|1|0
Rihanna|RT @ReaIRihanna: Don't waste your life thinking about people you don't like or situations you can't control..|0|-1
Rihanna|@HiiiRihanna LOL!! Awww I <3 the fat man|0|0
Rihanna|They trying to scare tf out Rihanna..|0|0
Rihanna|The hell lol #Rihanna #patrick #dress http://t.co/C7nCJgMMEu|0|0
Rihanna|hair like #Rihanna shoe game was Awesome|0|0
Rihanna|Moulin rouge! Rude girl Rihanna steps out in Paris in a deep red skintight catsuit unzipped to the chest #MailOnline http://t.co/KMu8NKhw41|-1|0
Rihanna|Rihanna is so fake 4 that. interview|-1|0
Rihanna|Rihanna damn girl not one Grammy this year!?! Look for GOD girl!!!|-1|0
